Ticker,Mean Price,Std Dev Price,Min Price,Max Price,Mean Daily Return,Std Daily Return
BND,67.103516566646,4.669830635699827,59.501590728759766,75.8170394897461,8.10863979978448e-05,0.0033744298031237493
SPY,339.07472437403226,141.9257436925334,154.9808807373047,695.1599731445312,0.0005668654964451162,0.011192533539725023
TSLA,138.47293669554566,131.682073218374,9.57800006866455,489.8800048828125,0.0018845812544437785,0.03634274188360551
